Name,Gender,Age,Income,Expenses,Savings,FinancialGoal,RiskAppetite,ESGScore,SustainableInvestments,EducationLevel,EmploymentStatus,InvestmentHorizon,EthicalConsiderations
Albert Miles Jr.,Male,48,114300.24417755635,42155.870137754006,29734.907435562505,84827.38014040035,0.4438600520618948,67.31072936393335,Yes,High School,Unemployed,Medium Term,Environmental Impact
Kristina Ashley,Male,32,112190.67531028672,15591.721570924896,18079.37003840384,153106.68277675414,0.6446844415477089,73.4584632219788,Yes,High School,Employed,Long Term,Environmental Impact
Brent Weaver,Male,24,45755.82979328668,10478.27692677652,8031.324083216061,103889.2001801827,0.29151679716304435,79.59726637030008,Yes,High School,Employed,Medium Term,Social Responsibility
Christopher Lindsey,Female,40,109402.04758483499,43214.89327578544,9419.108062116738,153221.19270990742,0.06294950859275916,79.97550589661422,No,Graduate,Self-Employed,Medium Term,Social Responsibility
Morgan Knight,Male,53,45820.98367849763,49302.689499344866,37651.51658003631,121490.33300662781,0.8717937007694624,84.45312839897406,Yes,Graduate,Employed,Short Term,Governance
Sean Smith,Male,41,112767.13306658407,15228.609501759118,26923.568456018686,125348.6881175692,0.23232806350996726,62.18423784316226,No,College,Self-Employed,Medium Term,Environmental Impact
Alexis Williams,Female,25,119745.4622779659,42946.93660753423,19888.29192572255,140706.76394041273,0.9474487119884825,28.245721526963663,Yes,Graduate,Unemployed,Medium Term,Environmental Impact
Karen Jones,Female,35,65729.51168504698,24889.589752639906,10769.68159681782,156802.869196499,0.6446720312228602,74.9254301832556,Yes,High School,Self-Employed,Medium Term,Governance
Michael Munoz,Male,54,74584.55075895821,35211.90194415298,34496.284131362874,106093.91016957515,0.41169172956574407,66.70564523554575,Yes,High School,Self-Employed,Short Term,Social Responsibility
Jennifer Hernandez,Male,32,114294.78702999865,35787.40062834007,9502.02757739403,177819.41486983775,0.3427924786192216,12.909655402072595,Yes,High School,Self-Employed,Short Term,Social Responsibility
Michael Decker,Female,45,116591.82420750082,33292.95205656253,32878.20997194498,123716.83955995021,0.646051226458135,19.948422280187973,No,College,Self-Employed,Short Term,Environmental Impact
Pamela Taylor,Male,53,113343.57281067988,20352.826093861033,45505.33658793148,70626.90835124221,0.3263064137559264,60.57490072562227,No,Graduate,Self-Employed,Medium Term,Social Responsibility
Jaclyn Dixon,Female,57,108906.8851126131,42509.88366454457,19300.36717551764,78988.97442177653,0.5933572550554226,10.090372557552495,No,College,Employed,Short Term,Social Responsibility
Kevin Ayers,Female,57,30834.045163208983,10872.00730954451,25279.069019672075,54834.43298405687,0.696863580719875,41.59843619395397,Yes,High School,Unemployed,Long Term,Governance
Michael Olsen,Male,61,81116.56817980458,12578.88144187639,32735.40936167539,164680.8281192352,0.8419078703855627,99.3767235381343,Yes,College,Self-Employed,Medium Term,Environmental Impact
Maurice Flores,Male,59,39657.06216961842,46099.84327733126,18755.397023302434,52252.13906776355,0.4452563036829761,30.36518933975615,No,College,Self-Employed,Long Term,Governance
Maria Dunn,Male,53,118469.44995339058,27737.252953439554,31287.646978033878,90478.8053969272,0.3040823382679496,20.94329413535484,Yes,College,Unemployed,Short Term,Social Responsibility
Mrs. Sarah Jackson,Female,19,55610.54871150416,15151.66195988018,30449.840355729943,111956.60332875796,0.13195425196202037,4.704933612988304,Yes,High School,Employed,Long Term,Environmental Impact
Tyler Roberts,Female,56,119018.9523079851,46203.118815206115,21402.204605538314,161354.9992494349,0.7893482618517801,1.8130595675012073,Yes,High School,Self-Employed,Medium Term,Governance
Erica Lee,Female,60,78897.04352012774,43174.24708869672,19234.99217733481,198236.5126194435,0.17173712543597597,88.0906106984675,No,High School,Self-Employed,Short Term,Social Responsibility
Ashley Johnston,Female,62,74452.11783076372,23261.99565009107,24273.832683181598,163666.48845884437,0.26000745763467203,35.70438748369206,No,Graduate,Unemployed,Long Term,Governance
Richard Bailey,Female,35,114470.44515667851,11707.852763617233,5217.434719910212,59920.448635233406,0.48424311259316133,15.86054651045411,Yes,Graduate,Self-Employed,Medium Term,Social Responsibility
Charlotte Wade,Male,19,106595.37647201969,28439.79688007763,16077.881234546785,189065.4809266691,0.9707240483771733,82.79486884136622,No,College,Self-Employed,Short Term,Social Responsibility
Brian Bishop,Male,29,72121.8692105661,16719.568349162255,14968.656689293388,197844.1459379552,0.7697497371249922,89.44574706515589,No,Graduate,Unemployed,Long Term,Environmental Impact
Andrew Huber,Male,35,47353.02584464288,32955.36799226891,38291.72971723776,180069.3503957905,0.04731893649949381,3.1970007768389097,Yes,Graduate,Employed,Medium Term,Governance
Jessica Wright,Female,62,40138.2084918139,42867.41606129135,24625.58297403598,123491.43477662954,0.3531208953587862,6.366558624606389,No,High School,Self-Employed,Medium Term,Governance
Michelle Jackson,Female,37,44624.483628576476,25799.94752887678,42804.95264512949,98734.34402060683,0.45592653718750065,43.06204625514841,No,High School,Unemployed,Long Term,Social Responsibility
Rachel Carter,Male,39,71302.3023929125,11179.291720011659,11043.762457229997,118631.73941625681,0.16636307253413063,61.756292154409174,Yes,High School,Employed,Short Term,Social Responsibility
Bruce Melton MD,Male,40,53153.83922065672,37328.516670067314,37983.77580881366,87017.57612923795,0.9241316404997548,12.068803282068252,Yes,High School,Employed,Short Term,Governance
Fernando Duffy,Male,18,46757.916221526095,16912.288473231565,44504.86232785827,110730.01523637926,0.7118121723481765,22.40956387398041,No,Graduate,Employed,Medium Term,Environmental Impact
Frederick Little,Male,29,96295.61059430313,18588.644238801066,25828.17692340246,56273.94125751773,0.28524658219725263,25.782214100407675,No,College,Employed,Long Term,Governance
Dustin Lewis,Female,27,101169.08979827301,17486.044548446465,21143.372095111852,160299.7669849491,0.9732060892534207,34.03242139882281,Yes,High School,Employed,Long Term,Environmental Impact
Michael Black,Male,54,81100.31001788453,21194.182171228953,18746.230840040087,107056.12531326813,0.8393316768714126,35.524097658227305,Yes,Graduate,Employed,Medium Term,Governance
Tracy Franklin,Female,60,98155.44752318051,45336.95195574505,29825.232177208873,96934.62371172462,0.6928592689686354,4.667635835777883,Yes,College,Employed,Medium Term,Social Responsibility
Bryan Simmons,Male,43,45794.542245461824,11385.977749260237,12909.657240285142,141725.73120050778,0.6663559659902548,87.77136471645709,Yes,High School,Self-Employed,Long Term,Governance
Christopher Reynolds,Female,22,107053.18538461119,34767.06195383583,32298.244973188757,161370.17820619172,0.15348480016927946,26.749123555658528,Yes,High School,Unemployed,Long Term,Governance
Kristy Hogan,Female,27,110733.84856055776,19831.391169809816,42880.68479022173,139070.87020891835,0.23790532437650358,15.117837379431831,No,High School,Unemployed,Short Term,Social Responsibility
Andrew Hernandez,Male,65,104429.08427486787,21804.206519988657,43642.11449168596,128784.57975543344,0.04115145648846796,69.01355823404765,No,High School,Self-Employed,Short Term,Social Responsibility
Kevin Cabrera,Male,58,76375.25930638163,26479.6882518466,11300.075092228995,181367.44577897253,0.31662583779189857,51.53874427399745,Yes,High School,Employed,Long Term,Environmental Impact
Jared Stevens,Female,19,37806.39928635203,32027.54660815922,29237.811668511007,168037.979347831,0.12647351206011048,66.94858901511283,No,College,Employed,Medium Term,Social Responsibility
Tara Matthews,Male,23,90233.02680689588,12439.16275731371,16845.559276711247,128097.3636835623,0.26040719724947314,70.64049173177929,Yes,College,Employed,Long Term,Governance
Phillip Johnson,Male,65,46630.308094260596,21191.039497558857,44885.1124435503,117741.43888454931,0.18449658308293937,92.66320984532514,Yes,High School,Employed,Long Term,Governance
Jeffrey Monroe,Male,51,42655.068807086864,15489.440685282592,8440.807035074693,174051.5152489025,0.5624872424239992,43.78267064615107,No,College,Unemployed,Medium Term,Governance
John Mccann,Male,31,59124.15030765745,17978.312266663466,8392.998055701948,56362.387401364664,0.034689088654169975,45.71356398064427,Yes,Graduate,Self-Employed,Long Term,Environmental Impact
Justin Friedman,Male,42,52324.23753004305,45386.1006489986,5838.363269205591,199375.45572860722,0.3169437645228398,84.1596974102887,Yes,College,Unemployed,Medium Term,Environmental Impact
Clifford Bryant,Male,44,53470.67493588995,31032.56233011119,27823.024007850825,127805.39788812675,0.3438470151122228,11.09308449526113,Yes,High School,Employed,Medium Term,Social Responsibility
Penny Wade,Female,47,51196.91275213805,35230.175552990215,6403.740395373909,109341.67949538375,0.3729149360092662,10.589185939470225,Yes,Graduate,Unemployed,Long Term,Environmental Impact
Christian Gray,Female,39,97838.09866033113,42086.723310845104,31185.072072226816,160275.51223254012,0.5398665962775474,61.05725438122141,Yes,College,Employed,Long Term,Governance
Michael Murphy,Female,28,115863.13403894214,41793.84977207481,23231.05103980013,133655.14247201142,0.1625976080718856,78.21562577663913,Yes,Graduate,Self-Employed,Long Term,Governance
Kathryn Daniels,Male,41,57175.12557224532,49576.14463046136,31551.634032832313,127419.00246421977,0.30155976952232433,94.73834939440194,Yes,Graduate,Employed,Long Term,Environmental Impact
Patricia Smith,Female,37,95059.42755608977,41276.630673816995,45783.66098291825,144597.28296390804,0.9204339759418756,82.36102280204956,Yes,High School,Employed,Medium Term,Governance
Evelyn Reynolds,Male,64,31029.216077475117,24364.4843935026,29821.729933677125,57394.31737719141,0.4045623312225112,4.19694372065792,Yes,College,Employed,Short Term,Governance
Benjamin Harris,Male,38,88831.50303631788,31780.712241362067,29456.119576315334,93676.90433511944,0.49941691583781067,10.541108375077169,Yes,High School,Self-Employed,Medium Term,Environmental Impact
Marvin Martinez,Female,54,92349.17313804649,29387.179417620333,49942.767875533325,109705.9837181839,0.14538388660392942,62.992611615403995,Yes,High School,Employed,Medium Term,Environmental Impact
Angela Schultz,Male,56,35591.18986204825,46507.08066393468,26244.677785231666,95683.12217333578,0.45804073607780993,87.0869474153118,No,High School,Self-Employed,Long Term,Environmental Impact
Leah Holt,Female,23,40640.23630235753,30095.73022174967,39883.875747684266,174143.1511408626,0.32021793094317064,91.09857705357554,No,High School,Self-Employed,Short Term,Social Responsibility
John Reynolds,Female,21,57612.57078032578,25535.250982772013,21461.838354635427,119202.07459459445,0.004294305817411526,15.703254735730043,No,College,Unemployed,Short Term,Environmental Impact
Chelsea Banks,Female,27,66487.49516715575,17192.63494791477,15048.799143095977,113369.3273675662,0.738494981424105,29.212298771860713,Yes,College,Unemployed,Short Term,Environmental Impact
Hannah Shannon,Female,28,75226.84241145506,22755.102693175184,39746.51796022082,141970.14188658388,0.9756010361567812,44.15179100779048,Yes,High School,Self-Employed,Medium Term,Social Responsibility
Catherine Johnson,Female,57,110560.65328346287,18760.80752292378,37995.20722458055,58182.00002232897,0.3312806460801061,50.589661671512566,Yes,Graduate,Self-Employed,Long Term,Governance
Tina Hull,Female,21,93320.13315920305,45830.59126457255,18094.962209646823,127545.44753992071,0.7054513565864925,73.25518941170924,No,College,Unemployed,Medium Term,Governance
Jeanette Boyd,Male,61,57988.01535461943,41141.53125313898,25911.551397670373,71335.94281626373,0.4739106736777533,9.929423894208467,Yes,High School,Employed,Short Term,Environmental Impact
Janice Scott,Male,23,40567.41712602987,12343.64921112474,27968.539700470348,174484.02566399594,0.2898271826625284,64.70929709355302,Yes,College,Employed,Short Term,Social Responsibility
Robert Neal PhD,Female,35,112451.73472655717,49661.25293722283,22855.332094236834,117754.7131744483,0.9440095257324103,33.46075253126083,No,High School,Unemployed,Long Term,Environmental Impact
Patrick Stone,Male,46,56553.38401406221,31177.291678617265,27597.52713498939,158397.01872392496,0.9806897788797746,13.77724641783793,No,High School,Self-Employed,Medium Term,Governance
Jennifer Chapman,Male,60,85316.2903329464,40673.68673801092,34820.53202204135,66975.73793653926,0.5737275828934292,84.85950917146378,No,Graduate,Employed,Medium Term,Social Responsibility
Samuel Bonilla,Male,45,49721.57408418095,49984.22987245384,43159.182804674,166809.67128140596,0.1470834746925247,43.91084609153618,Yes,High School,Employed,Long Term,Environmental Impact
Jennifer Perez,Female,49,42021.19039771237,48959.19446934009,41294.30256175543,190676.3686548859,0.5652315149347765,41.57498387189157,No,High School,Self-Employed,Medium Term,Governance
Timothy Simmons,Male,56,43786.70082202613,14005.373492198303,32631.618945205762,154417.12127596934,0.9068807879261084,76.90331638350156,No,College,Employed,Short Term,Governance
Christina Martin,Male,46,97296.13534357709,36274.57685504937,12462.959841447122,70296.00112855439,0.4421055342159005,24.53160646171373,Yes,Graduate,Unemployed,Long Term,Governance
Daniel Braun,Female,44,84516.50532801624,20661.08004262732,28136.150623237198,112033.8957646425,0.6891469814800889,80.91452157025287,No,College,Self-Employed,Medium Term,Environmental Impact
Mrs. Samantha Wells,Male,35,67426.10538881022,42651.40646434939,25079.919972755077,117632.87822706116,0.7316405212803276,34.1320069780635,No,Graduate,Unemployed,Medium Term,Social Responsibility
John Bowen,Male,31,79431.10579365282,46690.37930281762,13061.533275887934,76831.78684154234,0.9001744690543481,50.50227282290294,No,High School,Self-Employed,Medium Term,Governance
Hector Wright,Male,50,72374.52691913804,12236.34623409799,47692.03242258402,138547.3212934481,0.1394232934564973,8.523386169981674,Yes,Graduate,Unemployed,Long Term,Social Responsibility
Caitlin Ramirez,Male,25,78376.59189238807,49855.681940258284,34673.59881288395,156895.1586959454,0.550959990299315,37.243635740279956,No,College,Employed,Medium Term,Governance
Scott West,Male,40,89768.49954056976,18776.463441756994,48548.100192688085,80289.80070637364,0.30808220077153736,75.48452125117824,No,High School,Unemployed,Long Term,Environmental Impact
Alicia Larson,Male,45,49657.04603915934,43860.20361860532,38116.3913975671,118202.48114710262,0.40162992192448665,36.06434064316779,No,Graduate,Unemployed,Long Term,Governance
Kevin Beasley,Male,25,52271.888637772,41895.62749517635,26757.653707734393,87512.34411158573,0.8408769162026405,66.49952549148446,No,Graduate,Employed,Short Term,Governance
Cody Baker,Female,36,97926.55947523788,24192.185382606396,21145.799248061267,153757.6142496352,0.44597269115890226,15.161121452753434,Yes,College,Unemployed,Short Term,Social Responsibility
Kristen Lee,Male,61,108582.155263896,43568.890092236375,14846.860276656276,186074.369450811,0.09248113130306057,75.35071710471084,No,Graduate,Self-Employed,Medium Term,Governance
